Status_Account_A14,credit_duration_ratio,Credit_Amount,credit_age_ratio,age_credit_interaction,Duration,Age,Status_Account_A11,Credit_History_A34,Installment_Rate,Savings_A61,Property_A121,Residence_Since,Status_Account_A12,Other_Plans_A143,Savings_A65,duration_short,Employment_A72,Other_Plans_A141,Housing_A152,Existing_Credits,Purpose_A43,Personal_Status_A93,duration_long,Personal_Status_A92,Job_A173,Employment_A74,Purpose_A40,duration_medium,Purpose_A42
1,85.0,1360,42.5,42.16,15,31,0,1,4,1,0,2,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0
0,512.9,5129,68.38666666666667,379.546,9,74,0,0,2,1,0,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,69.11764705882354,1175,17.028985507246375,79.9,16,68,0,1,2,1,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0
0,51.84615384615385,674,32.095238095238095,13.48,12,20,1,0,4,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
0,170.73684210526315,3244,95.41176470588235,107.052,18,33,0,0,1,1,0,4,1,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,1
1,183.64,4591,83.47272727272727,247.914,24,54,0,0,2,0,0,3,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0
0,78.44897959183673,3844,109.82857142857142,130.696,48,34,0,0,4,0,0,4,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,139.82142857142858,3915,105.8108108108108,140.94,27,36,0,0,4,1,0,2,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
1,301.14285714285717,2108,70.26666666666667,61.132,6,29,0,0,2,1,1,2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
0,65.8913043478261,3031,137.77272727272728,63.651,45,21,0,0,4,0,0,4,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
0,150.1,1501,42.885714285714286,51.034,9,34,0,1,2,1,0,3,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
1,197.42857142857142,1382,47.6551724137931,38.696,6,28,0,1,1,1,0,1,0,1,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0
0,73.15384615384616,951,33.964285714285715,25.677,12,27,0,0,4,0,0,4,1,0,0,1,1,1,0,4,0,0,0,1,1,0,0,0,1
0,110.4,2760,74.5945945945946,99.36,24,36,0,0,4,0,0,4,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,226.1578947368421,4297,104.8048780487805,171.88,18,40,0,0,4,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1,93.6,936,17.660377358490567,48.672,9,52,0,1,4,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0
0,89.84615384615384,1168,41.714285714285715,31.536,12,27,1,0,4,1,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,182.75,5117,189.5185185185185,133.042,27,26,0,0,3,1,0,4,0,1,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0
0,69.38461538461539,902,41.0,18.942,12,21,1,0,4,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,115.0,1495,38.333333333333336,56.81,12,38,0,1,4,1,1,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0
0,342.6774193548387,10623,272.38461538461536,403.674,30,38,1,1,3,1,0,4,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0
1,148.84615384615384,1935,43.97727272727273,83.205,12,43,0,1,4,1,1,4,0,1,0,1,0,0,1,3,0,1,0,0,1,0,0,0,1
0,109.53846153846153,1424,52.74074074074074,37.024,12,26,0,1,4,1,0,3,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
0,262.72,6568,298.54545454545456,137.928,24,21,1,0,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,108.6923076923077,1413,25.232142857142858,77.715,12,55,0,0,3,0,0,2,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
1,307.4,3074,90.41176470588235,101.442,9,33,0,1,1,0,1,2,0,1,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0
1,103.64864864864865,3835,83.3695652173913,172.575,36,45,0,0,2,0,1,4,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
0,189.03571428571428,5293,103.7843137254902,264.65,27,50,1,0,2,1,0,4,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0
0,61.54838709677419,1908,28.47761194029851,125.928,30,66,0,0,4,1,1,4,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
1,90.32432432432432,3342,64.26923076923077,170.442,36,51,0,1,4,0,0,2,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
0,133.14285714285714,932,23.3,36.348,6,39,0,1,1,0,0,3,1,1,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0
0,163.3684210526316,3104,97.0,96.224,18,31,1,0,3,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0
0,105.75675675675676,3913,163.04166666666666,89.999,36,23,0,0,2,1,1,2,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
0,120.84,3021,120.84,72.504,24,24,1,0,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,124.0,1364,20.984615384615385,87.296,10,64,0,0,2,1,0,4,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
0,48.07692307692308,625,23.14814814814815,16.25,12,26,0,0,4,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,92.3076923076923,1200,50.0,27.6,12,23,1,0,4,0,0,4,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
1,54.38461538461539,707,22.806451612903224,21.21,12,30,0,0,4,1,1,2,0,0,0,1,0,1,1,2,1,1,0,0,1,0,0,0,0
1,119.12,2978,90.24242424242425,95.296,24,32,0,0,4,0,1,4,0,1,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0
1,291.0625,4657,150.2258064516129,139.71,15,30,0,0,3,1,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
1,70.62162162162163,2613,93.32142857142857,70.551,36,27,0,0,4,1,0,2,0,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0
0,223.69387755102042,10961,391.4642857142857,295.947,48,27,0,0,1,0,0,2,1,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,0
0,605.0,7865,145.64814814814815,416.845,12,53,1,0,4,1,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,147.8,1478,64.26086956521739,32.516,9,22,0,0,4,1,0,2,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
0,125.96,3149,136.91304347826087,69.278,24,22,1,0,4,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1
0,113.78378378378379,4210,155.92592592592592,109.46,36,26,0,0,4,1,0,2,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
1,250.7,2507,48.21153846153846,127.857,9,51,0,0,2,0,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,164.69230769230768,2141,59.47222222222222,74.935,12,35,0,0,3,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
0,45.578947368421055,866,33.30769230769231,21.65,18,25,0,0,4,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,308.8,1544,35.906976744186046,64.848,4,42,0,1,2,1,1,1,0,1,0,1,0,0,1,3,1,1,0,0,0,1,0,0,0
0,72.92,1823,58.806451612903224,54.69,24,30,1,0,4,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
0,2079.285714285714,14555,606.4583333333334,334.765,6,23,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
0,125.77272727272727,2767,44.62903225806452,168.787,21,61,0,0,4,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
1,99.3076923076923,1291,35.861111111111114,45.185,12,35,0,1,4,1,0,2,0,1,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0
0,81.35483870967742,2522,63.05,98.358,30,39,1,0,1,1,0,3,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
0,36.6,915,30.5,26.535,24,29,1,0,4,0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0
1,227.85714285714286,1595,30.673076923076923,81.345,6,51,0,0,3,1,0,2,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
0,93.9795918367347,4605,184.2,110.52,48,24,1,0,3,1,0,4,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0
1,91.15384615384616,1185,42.32142857142857,31.995,12,27,0,1,3,1,1,2,0,1,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0
1,265.15384615384613,3447,95.75,120.645,12,35,0,0,4,0,1,3,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,50.32,1258,48.38461538461539,31.45,24,25,0,0,4,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
1,55.15384615384615,717,13.528301886792454,37.284,12,52,0,1,4,1,1,4,0,1,0,1,0,0,1,3,1,1,0,0,1,0,0,0,0
1,172.0,1204,33.44444444444444,42.14,6,35,0,0,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,77.0,1925,71.29629629629629,50.05,24,26,0,0,2,1,1,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
1,22.789473684210527,433,18.82608695652174,9.526,18,22,0,0,3,1,1,4,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0,95.14285714285714,666,16.65,25.974,6,39,1,1,3,0,1,4,0,1,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0
0,173.15384615384616,2251,47.8936170212766,103.546,12,46,0,0,1,1,0,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
0,69.35483870967742,2150,86.0,51.6,30,24,0,0,4,1,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
1,166.04,4151,115.30555555555556,145.285,24,35,0,0,2,0,0,3,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1
0,203.0,2030,81.2,48.72,9,24,0,0,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,121.60655737704919,7418,264.92857142857144,200.286,60,27,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1,107.36,2684,74.55555555555556,93.94,24,35,0,1,4,1,1,2,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0
0,165.30769230769232,2149,71.63333333333334,62.321,12,29,1,0,4,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,238.25,3812,158.83333333333334,87.676,15,23,0,0,1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
1,96.16666666666667,1154,19.896551724137932,65.778,11,57,0,1,4,0,1,4,0,1,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0
0,127.46153846153847,1657,59.17857142857143,44.739,12,27,1,0,2,1,1,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,64.12,1603,28.625,88.165,24,55,1,0,4,1,0,4,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0
0,279.05263157894734,5302,143.2972972972973,190.872,18,36,1,1,2,1,0,4,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0
1,211.3846153846154,2748,47.37931034482759,156.636,12,57,0,1,2,1,0,4,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0
1,111.9090909090909,1231,37.303030303030305,39.392,10,32,0,1,3,1,1,4,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0
0,50.125,802,21.105263157894736,29.674,15,37,0,0,4,1,0,3,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0
1,170.3783783783784,6304,170.3783783783784,226.944,36,36,0,1,4,0,1,4,0,1,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0
1,61.32,1533,39.30769230769231,58.254,24,38,0,0,4,1,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0
0,598.5333333333333,8978,195.17391304347825,404.01,14,45,1,0,1,1,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1,39.96,999,38.42307692307692,24.975,24,25,0,0,4,0,0,2,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,1,0
1,140.10526315789474,2662,80.66666666666667,85.184,18,32,0,0,4,0,0,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0
1,107.84615384615384,1402,36.89473684210526,51.874,12,37,0,1,3,0,0,4,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1
0,248.3469387755102,12169,328.8918918918919,438.084,48,36,0,0,4,0,0,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
0,62.44897959183673,3060,105.51724137931035,85.68,48,28,0,0,4,1,1,4,1,1,0,0,0,0,1,2,1,1,1,0,1,1,0,0,0
0,387.03225806451616,11998,342.8,407.932,30,34,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1,269.7,2697,81.72727272727273,86.304,9,32,0,0,1,1,1,2,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
1,126.52631578947368,2404,89.03703703703704,62.504,18,26,0,1,2,1,0,2,0,1,0,0,0,0,1,2,1,0,0,1,1,0,0,1,0
0,97.07692307692308,1262,25.24,61.838,12,49,1,0,2,0,0,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1,658.7142857142857,4611,139.72727272727272,147.552,6,32,0,0,1,1,0,4,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1
1,76.04,1901,63.36666666666667,55.129,24,29,0,0,4,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1,210.5,3368,140.33333333333334,77.464,15,23,0,1,3,0,0,4,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0
1,121.07692307692308,1574,30.862745098039216,78.7,12,50,0,0,4,1,1,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,76.05263157894737,1445,28.9,70.805,18,49,0,0,4,0,0,4,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
1,95.0,1520,23.75,95.76,15,63,0,1,4,0,0,4,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
0,155.12,3878,102.05263157894737,143.486,24,37,0,1,4,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0
0,223.375,10722,297.8333333333333,375.27,47,35,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
0,97.71428571428571,4788,177.33333333333334,124.488,48,26,1,0,4,1,0,3,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
0,154.73469387755102,7582,236.9375,235.042,48,31,0,0,2,0,0,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,84.0,1092,21.84,53.508,12,49,0,0,4,1,1,4,1,1,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0
0,40.96,1024,20.897959183673468,49.152,24,48,1,0,4,1,1,4,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
1,82.76923076923077,1076,39.851851851851855,27.976,12,26,0,0,2,1,1,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,254.0,9398,324.0689655172414,263.144,36,28,0,0,1,1,0,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,256.76,6419,142.64444444444445,282.436,24,44,1,1,2,1,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
0,111.53488372093024,4796,84.14035087719299,268.576,42,56,0,1,4,1,0,4,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1,155.69387755102042,7629,162.31914893617022,350.934,48,46,0,1,4,0,0,2,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0
0,203.26530612244898,9960,368.8888888888889,258.96,48,26,0,0,1,1,0,2,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
1,359.61538461538464,4675,222.61904761904762,93.5,12,20,0,0,1,0,0,4,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1,117.0,1287,27.97826086956522,57.915,10,45,0,0,4,0,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1,132.3684210526316,2515,57.15909090909091,108.145,18,43,0,0,3,1,1,4,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
0,124.77272727272727,2745,83.18181818181819,87.84,21,32,0,1,3,0,0,2,1,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,1
1,96.0,672,12.218181818181819,36.288,6,54,0,0,1,1,1,4,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
0,102.8108108108108,3804,88.46511627906976,159.768,36,42,0,0,4,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
0,53.76,1344,35.36842105263158,49.728,24,37,0,1,4,0,1,2,0,0,1,0,0,1,1,2,0,1,0,0,0,1,1,1,0
0,94.36363636363636,1038,20.76,50.862,10,49,1,1,4,1,0,3,0,1,0,1,0,0,1,2,0,1,0,0,1,1,1,0,0
1,206.6734693877551,10127,225.04444444444445,445.588,48,44,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
1,220.42857142857142,1543,45.38235294117647,50.919,6,33,0,0,4,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
1,155.19354838709677,4811,192.44,115.464,30,24,0,0,2,0,0,4,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,55.92307692307692,727,21.38235294117647,23.991,12,33,1,0,4,0,0,3,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
0,137.44444444444446,1237,49.48,29.688,8,24,0,0,3,1,1,4,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0,27.6,276,12.0,6.072,9,22,0,0,4,1,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,109.81632653061224,5381,131.2439024390244,215.24,48,40,0,0,3,0,0,4,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
1,220.44,5511,211.96153846153845,137.775,24,25,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
0,149.96,3749,138.85185185185185,97.474,24,26,0,0,2,1,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
0,52.69230769230769,685,26.346153846153847,17.125,12,25,0,0,2,1,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
0,298.8,1494,49.8,43.326,4,29,0,0,1,0,1,2,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
0,74.21621621621621,2746,85.8125,85.126,36,31,1,0,4,1,0,4,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
0,54.46153846153846,708,18.153846153846153,26.904,12,38,1,0,2,1,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
0,174.04,4351,88.79591836734694,208.848,24,48,0,0,1,0,0,4,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
1,53.92307692307692,701,21.242424242424242,22.432,12,32,0,1,4,1,0,2,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0
0,227.6875,3643,130.10714285714286,98.361,15,27,1,0,1,1,0,4,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1
0,137.06451612903226,4249,146.51724137931035,118.972,30,28,0,1,4,1,0,2,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0
0,77.52,1938,58.72727272727273,62.016,24,32,1,0,4,1,0,3,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
0,116.4,2910,83.14285714285714,98.94,24,34,1,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,139.94736842105263,2659,91.6896551724138,74.452,18,28,1,0,4,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
1,54.10526315789474,1028,27.783783783783782,37.008,18,36,0,1,4,1,1,3,0,1,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0
0,377.55555555555554,3398,84.95,132.522,8,39,1,1,1,1,1,4,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,0
1,446.2307692307692,5801,116.02,284.249,12,49,0,1,2,0,0,4,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,61.0,1525,43.57142857142857,51.85,24,34,0,0,4,0,0,3,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
0,120.89189189189189,4473,139.78125,138.663,36,31,0,0,4,1,0,2,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
0,152.57142857142858,1068,36.827586206896555,29.904,6,28,0,0,4,1,0,4,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
0,264.6,6615,87.03947368421052,496.125,24,75,1,1,2,1,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
1,98.10526315789474,1864,60.12903225806452,55.92,18,30,0,1,4,0,1,2,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0
0,121.44262295081967,7408,296.32,177.792,60,24,0,0,4,0,0,2,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
1,236.53061224489795,11590,463.6,278.16,48,24,0,1,2,0,0,4,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0
0,164.4,4110,171.25,94.53,24,23,1,0,3,1,0,4,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1
0,483.42857142857144,3384,75.2,148.896,6,44,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,150.07142857142858,2101,87.54166666666667,48.323,13,23,0,0,2,1,0,4,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
0,79.6875,1275,51.0,30.6,15,24,1,0,4,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,166.76,4169,143.75862068965517,116.732,24,28,1,0,4,1,0,4,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
0,138.27272727272728,1521,47.53125,47.151,10,31,0,0,4,1,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0,229.72,5743,229.72,137.832,24,24,0,1,2,1,0,4,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0
0,163.5909090909091,3599,133.2962962962963,93.574,21,26,1,0,1,1,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
0,169.10526315789474,3213,123.57692307692308,80.325,18,25,0,0,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0,233.6315789473684,4439,130.55882352941177,146.487,18,33,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
0,359.0,3949,103.92105263157895,146.113,10,37,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
1,91.1875,1459,33.15909090909091,62.737,15,43,0,1,4,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
0,63.0,882,36.75,20.286,13,23,0,1,4,1,1,4,1,1,0,0,1,0,1,2,1,1,0,0,1,0,0,1,0
0,150.32,3758,156.58333333333334,86.434,24,23,0,0,1,0,0,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,249.0,1743,49.8,59.262,6,34,0,0,1,0,1,2,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0
0,113.6,1136,34.42424242424242,36.352,9,32,0,1,4,0,0,3,1,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0
1,123.6,1236,51.5,28.428,9,23,0,0,1,1,1,4,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
0,95.9,959,31.966666666666665,27.811,9,29,0,0,1,1,0,2,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
1,169.94736842105263,3229,82.7948717948718,122.702,18,38,0,1,2,0,0,4,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
0,476.84615384615387,6199,213.75862068965517,173.572,12,28,1,0,4,1,0,2,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0
1,66.0909090909091,727,15.46808510638298,33.442,10,46,0,0,4,0,0,4,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,49.84,1246,51.916666666666664,28.658,24,23,0,0,4,1,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
1,179.30769230769232,2331,46.62,114.219,12,49,0,1,1,0,1,4,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0
1,120.62162162162163,4463,165.2962962962963,116.038,36,26,0,0,4,1,0,2,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0
1,59.69230769230769,776,26.75862068965517,21.728,12,28,0,0,4,1,1,2,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,77.61290322580645,2406,100.25,55.338,30,23,1,0,4,1,1,4,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
0,65.21052631578948,1239,19.983870967741936,75.579,18,61,0,0,4,0,0,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,261.46153846153845,3399,89.44736842105263,125.763,12,37,0,0,2,0,0,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
0,172.84615384615384,2247,60.729729729729726,80.892,12,36,0,0,2,1,0,2,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0
1,252.28571428571428,1766,80.27272727272727,37.086,6,21,0,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,130.1578947368421,2473,95.11538461538461,61.825,18,25,1,0,4,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,118.61538461538461,1542,41.67567567567568,55.512,12,36,0,0,2,1,0,4,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
1,202.6315789473684,3850,137.5,103.95,18,27,0,1,3,1,0,1,0,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0
0,192.10526315789474,3650,158.69565217391303,80.3,18,22,1,0,1,1,0,4,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
0,93.13513513513513,3446,80.13953488372093,144.732,36,42,1,0,4,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
0,157.94736842105263,3001,73.1951219512195,120.04,18,40,0,0,2,1,1,4,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
1,83.21621621621621,3079,83.21621621621621,110.844,36,36,0,0,4,0,1,4,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
1,319.4736842105263,6070,178.52941176470588,200.31,18,33,0,1,3,1,0,4,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0
1,195.0909090909091,2146,89.41666666666667,49.358,10,23,0,1,1,1,1,3,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1
1,225.50819672131146,13756,214.9375,866.628,60,63,0,1,2,0,0,4,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
