Duration,Credit_Amount,Installment_Rate,Residence_Since,Age,Existing_Credits,Num_Dependents,Risk,age_young,age_middle,age_senior,credit_low,credit_medium,credit_high,duration_short,duration_medium,duration_long,credit_duration_ratio,credit_age_ratio,age_credit_interaction,Status_Account_A11,Status_Account_A12,Status_Account_A13,Status_Account_A14,Credit_History_A30,Credit_History_A31,Credit_History_A32,Credit_History_A33,Credit_History_A34,Purpose_A40,Purpose_A41,Purpose_A410,Purpose_A42,Purpose_A43,Purpose_A44,Purpose_A45,Purpose_A46,Purpose_A48,Purpose_A49,Savings_A61,Savings_A62,Savings_A63,Savings_A64,Savings_A65,Employment_A71,Employment_A72,Employment_A73,Employment_A74,Employment_A75,Personal_Status_A91,Personal_Status_A92,Personal_Status_A93,Personal_Status_A94,Other_Debtors_A101,Other_Debtors_A102,Other_Debtors_A103,Property_A121,Property_A122,Property_A123,Property_A124,Other_Plans_A141,Other_Plans_A142,Other_Plans_A143,Housing_A151,Housing_A152,Housing_A153,Job_A171,Job_A172,Job_A173,Job_A174,Telephone_A191,Telephone_A192,Foreign_Worker_A201,Foreign_Worker_A202
24,1258,4,1,25,1,1,0,0,1,0,1,0,0,0,1,0,50.32,48.38461538461539,31.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
12,717,4,4,52,3,1,0,0,1,0,1,0,0,1,0,0,55.15384615384615,13.528301886792454,37.284,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
6,1204,4,1,35,1,1,0,0,1,0,1,0,0,1,0,0,172.0,33.44444444444444,42.14,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
24,1925,2,2,26,1,1,0,0,1,0,1,0,0,0,1,0,77.0,71.29629629629629,50.05,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,433,3,4,22,1,1,1,1,0,0,1,0,0,0,1,0,22.789473684210527,18.82608695652174,9.526,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
6,666,3,4,39,2,1,0,0,1,0,1,0,0,1,0,0,95.14285714285714,16.65,25.974,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
12,2251,1,2,46,1,1,0,0,1,0,1,0,0,1,0,0,173.15384615384616,47.8936170212766,103.546,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
30,2150,4,2,24,1,1,1,1,0,0,1,0,0,0,0,1,69.35483870967742,86.0,51.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
24,4151,2,3,35,2,1,0,0,1,0,0,1,0,0,1,0,166.04,115.30555555555556,145.285,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
9,2030,2,1,24,1,1,0,1,0,0,1,0,0,1,0,0,203.0,81.2,48.72,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
60,7418,1,1,27,1,1,0,0,1,0,0,0,1,0,0,1,121.60655737704919,264.92857142857144,200.286,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
24,2684,4,2,35,2,1,0,0,1,0,0,1,0,0,1,0,107.36,74.55555555555556,93.94,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
12,2149,4,1,29,1,1,1,0,1,0,1,0,0,1,0,0,165.30769230769232,71.63333333333334,62.321,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
15,3812,1,4,23,1,1,0,1,0,0,0,1,0,0,1,0,238.25,158.83333333333334,87.676,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
11,1154,4,4,57,3,1,0,0,1,0,1,0,0,1,0,0,96.16666666666667,19.896551724137932,65.778,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
12,1657,2,2,27,1,1,0,0,1,0,1,0,0,1,0,0,127.46153846153847,59.17857142857143,44.739,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,1603,4,4,55,1,1,0,0,1,0,1,0,0,0,1,0,64.12,28.625,88.165,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,5302,2,4,36,3,1,0,0,1,0,0,0,1,0,1,0,279.05263157894734,143.2972972972973,190.872,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
12,2748,2,4,57,3,1,0,0,1,0,0,1,0,1,0,0,211.3846153846154,47.37931034482759,156.636,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
10,1231,3,4,32,2,2,0,0,1,0,1,0,0,1,0,0,111.9090909090909,37.303030303030305,39.392,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15,802,4,3,37,1,2,1,0,1,0,1,0,0,0,1,0,50.125,21.105263157894736,29.674,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
36,6304,4,4,36,2,1,0,0,1,0,0,0,1,0,0,1,170.3783783783784,170.3783783783784,226.944,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,1533,4,3,38,1,1,0,0,1,0,1,0,0,0,1,0,61.32,39.30769230769231,58.254,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
14,8978,1,4,45,1,1,1,0,1,0,0,0,1,0,1,0,598.5333333333333,195.17391304347825,404.01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
24,999,4,2,25,2,1,0,0,1,0,1,0,0,0,1,0,39.96,38.42307692307692,24.975,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,2662,4,3,32,1,1,0,0,1,0,0,1,0,0,1,0,140.10526315789474,80.66666666666667,85.184,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
12,1402,3,4,37,1,1,0,0,1,0,1,0,0,1,0,0,107.84615384615384,36.89473684210526,51.874,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
48,12169,4,4,36,1,1,0,0,1,0,0,0,1,0,0,1,248.3469387755102,328.8918918918919,438.084,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
48,3060,4,4,28,2,1,1,0,1,0,0,1,0,0,0,1,62.44897959183673,105.51724137931035,85.68,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
30,11998,1,1,34,1,1,1,0,1,0,0,0,1,0,0,1,387.03225806451616,342.8,407.932,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
9,2697,1,2,32,1,2,0,0,1,0,0,1,0,1,0,0,269.7,81.72727272727273,86.304,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,2404,2,2,26,2,1,0,0,1,0,1,0,0,0,1,0,126.52631578947368,89.03703703703704,62.504,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
12,1262,2,4,49,1,1,0,0,1,0,1,0,0,1,0,0,97.07692307692308,25.24,61.838,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
6,4611,1,4,32,1,1,1,0,1,0,0,1,0,1,0,0,658.7142857142857,139.72727272727272,147.552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,1901,4,4,29,1,1,0,0,1,0,1,0,0,0,1,0,76.04,63.36666666666667,55.129,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
15,3368,3,4,23,2,1,0,1,0,0,0,1,0,0,1,0,210.5,140.33333333333334,77.464,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
12,1574,4,2,50,1,1,0,0,1,0,1,0,0,1,0,0,121.07692307692308,30.862745098039216,78.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,1445,4,4,49,1,1,0,0,1,0,1,0,0,0,1,0,76.05263157894737,28.9,70.805,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
15,1520,4,4,63,1,1,0,0,0,1,1,0,0,0,1,0,95.0,23.75,95.76,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,3878,4,2,37,1,1,0,0,1,0,0,1,0,0,1,0,155.12,102.05263157894737,143.486,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
47,10722,1,1,35,1,1,0,0,1,0,0,0,1,0,0,1,223.375,297.8333333333333,375.27,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
48,4788,4,3,26,1,2,0,0,1,0,0,1,0,0,0,1,97.71428571428571,177.33333333333334,124.488,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
48,7582,2,4,31,1,1,0,0,1,0,0,0,1,0,0,1,154.73469387755102,236.9375,235.042,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
12,1092,4,4,49,2,1,0,0,1,0,1,0,0,1,0,0,84.0,21.84,53.508,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
24,1024,4,4,48,1,1,1,0,1,0,1,0,0,0,1,0,40.96,20.897959183673468,49.152,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
12,1076,2,2,26,1,1,0,0,1,0,1,0,0,1,0,0,82.76923076923077,39.851851851851855,27.976,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
36,9398,1,4,28,1,1,1,0,1,0,0,0,1,0,0,1,254.0,324.0689655172414,263.144,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
24,6419,2,4,44,2,2,0,0,1,0,0,0,1,0,1,0,256.76,142.64444444444445,282.436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
42,4796,4,4,56,1,1,0,0,1,0,0,1,0,0,0,1,111.53488372093024,84.14035087719299,268.576,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
48,7629,4,2,46,2,2,0,0,1,0,0,0,1,0,0,1,155.69387755102042,162.31914893617022,350.934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
48,9960,1,2,26,1,1,1,0,1,0,0,0,1,0,0,1,203.26530612244898,368.8888888888889,258.96,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
12,4675,1,4,20,1,1,0,1,0,0,0,1,0,1,0,0,359.61538461538464,222.61904761904762,93.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
10,1287,4,2,45,1,1,0,0,1,0,1,0,0,1,0,0,117.0,27.97826086956522,57.915,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
18,2515,3,4,43,1,1,0,0,1,0,0,1,0,0,1,0,132.3684210526316,57.15909090909091,108.145,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
21,2745,3,2,32,2,1,0,0,1,0,0,1,0,0,1,0,124.77272727272727,83.18181818181819,87.84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
6,672,1,4,54,1,1,0,0,1,0,1,0,0,1,0,0,96.0,12.218181818181819,36.288,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
36,3804,4,1,42,1,1,1,0,1,0,0,1,0,0,0,1,102.8108108108108,88.46511627906976,159.768,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
24,1344,4,2,37,2,2,1,0,1,0,1,0,0,0,1,0,53.76,35.36842105263158,49.728,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
10,1038,4,3,49,2,1,0,0,1,0,1,0,0,1,0,0,94.36363636363636,20.76,50.862,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
48,10127,2,2,44,1,1,1,0,1,0,0,0,1,0,0,1,206.6734693877551,225.04444444444445,445.588,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
6,1543,4,2,33,1,1,0,0,1,0,1,0,0,1,0,0,220.42857142857142,45.38235294117647,50.919,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
30,4811,2,4,24,1,1,0,1,0,0,0,1,0,0,0,1,155.19354838709677,192.44,115.464,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
12,727,4,3,33,1,1,1,0,1,0,1,0,0,1,0,0,55.92307692307692,21.38235294117647,23.991,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
8,1237,3,4,24,1,1,1,1,0,0,1,0,0,1,0,0,137.44444444444446,49.48,29.688,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
9,276,4,4,22,1,1,0,1,0,0,1,0,0,1,0,0,27.6,12.0,6.072,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
48,5381,3,4,40,1,1,0,0,1,0,0,0,1,0,0,1,109.81632653061224,131.2439024390244,215.24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
24,5511,4,1,25,1,1,0,0,1,0,0,0,1,0,1,0,220.44,211.96153846153845,137.775,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
24,3749,2,4,26,1,1,0,0,1,0,0,1,0,0,1,0,149.96,138.85185185185185,97.474,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
12,685,2,3,25,1,1,1,0,1,0,1,0,0,1,0,0,52.69230769230769,26.346153846153847,17.125,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4,1494,1,2,29,1,2,0,0,1,0,1,0,0,1,0,0,298.8,49.8,43.326,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
36,2746,4,4,31,1,1,1,0,1,0,0,1,0,0,0,1,74.21621621621621,85.8125,85.126,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
12,708,2,3,38,1,2,0,0,1,0,1,0,0,1,0,0,54.46153846153846,18.153846153846153,26.904,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
24,4351,1,4,48,1,1,0,0,1,0,0,1,0,0,1,0,174.04,88.79591836734694,208.848,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
12,701,4,2,32,2,1,0,0,1,0,1,0,0,1,0,0,53.92307692307692,21.242424242424242,22.432,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
15,3643,1,4,27,2,1,0,0,1,0,0,1,0,0,1,0,227.6875,130.10714285714286,98.361,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
30,4249,4,2,28,2,1,1,0,1,0,0,1,0,0,0,1,137.06451612903226,146.51724137931035,118.972,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
24,1938,4,3,32,1,1,1,0,1,0,1,0,0,0,1,0,77.52,58.72727272727273,62.016,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,2910,2,1,34,1,1,0,0,1,0,0,1,0,0,1,0,116.4,83.14285714285714,98.94,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
18,2659,4,2,28,1,1,0,0,1,0,0,1,0,0,1,0,139.94736842105263,91.6896551724138,74.452,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
18,1028,4,3,36,2,1,0,0,1,0,1,0,0,0,1,0,54.10526315789474,27.783783783783782,37.008,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
8,3398,1,4,39,2,1,0,0,1,0,0,1,0,1,0,0,377.55555555555554,84.95,132.522,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
12,5801,2,4,49,1,1,0,0,1,0,0,0,1,1,0,0,446.2307692307692,116.02,284.249,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
24,1525,4,3,34,1,2,0,0,1,0,1,0,0,0,1,0,61.0,43.57142857142857,51.85,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
